respondent_id,case_id,case_name,category,market,data_status,过去3个月购买,月均购买频次,口味重要性,健康重要性,价格敏感,包装便利,概念相关性,品牌信任,试购结果
SIM-SNACK-CHANNEL-03438,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.6779,0.6511,0.877,-0.4733,0.7504,0.3859,-0.746,1
SIM-SNACK-CHANNEL-03439,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.063,0.6509,0.8231,0.0995,0.697,0.3234,0.5562,1
SIM-SNACK-CHANNEL-03440,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5446,0.8925,0.3615,-0.3044,0.4353,0.5792,-0.8217,1
SIM-SNACK-CHANNEL-03441,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.9931,0.755,0.3993,-1.968,0.8926,0.7802,0.1961,1
SIM-SNACK-CHANNEL-03442,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.319,0.4623,0.6258,0.3254,0.8053,0.5924,-0.5505,1
SIM-SNACK-CHANNEL-03443,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.7989,0.9807,0.5063,1.8467,0.4073,0.7482,0.418,1
SIM-SNACK-CHANNEL-03444,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.0617,0.6686,0.4706,-0.3984,0.5326,0.726,-0.6735,0
SIM-SNACK-CHANNEL-03445,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.0246,0.7168,0.851,0.1332,0.3843,0.3684,-3.0247,0
SIM-SNACK-CHANNEL-03446,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1232,0.6189,0.3243,-1.1754,0.6959,0.4241,-0.1418,0
SIM-SNACK-CHANNEL-03447,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1763,0.2218,0.5468,-0.5336,0.4572,0.6651,-1.021,0
SIM-SNACK-CHANNEL-03448,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4047,0.4543,0.3709,-2.1804,0.2921,0.9565,0.2586,0
SIM-SNACK-CHANNEL-03449,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1955,0.979,0.5871,1.3164,0.4683,0.5857,-0.4789,1
SIM-SNACK-CHANNEL-03450,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.391,0.9689,0.3881,-0.0945,0.9345,0.7253,0.6855,0
SIM-SNACK-CHANNEL-03451,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.4972,0.5314,0.6248,-0.632,0.2529,0.5779,0.1311,0
SIM-SNACK-CHANNEL-03452,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.1667,0.6051,0.325,0.5494,0.4467,0.4915,-1.0844,1
SIM-SNACK-CHANNEL-03453,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3646,0.5037,0.4985,0.4961,0.8409,0.5191,-1.3866,1
SIM-SNACK-CHANNEL-03454,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1431,0.911,0.2294,0.9202,0.4638,0.6132,-1.7019,0
SIM-SNACK-CHANNEL-03455,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.9586,0.9598,0.9958,-0.2067,0.9019,0.7693,1.4606,1
SIM-SNACK-CHANNEL-03456,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1086,0.9467,0.8579,0.3963,0.743,0.4244,-0.4154,1
SIM-SNACK-CHANNEL-03457,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.4379,0.6914,0.5212,0.4463,0.6391,0.5542,1.2693,0
SIM-SNACK-CHANNEL-03458,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.3033,0.8964,0.7847,-0.3287,0.6596,0.6931,-1.1548,0
SIM-SNACK-CHANNEL-03459,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2236,0.9013,0.5707,-1.7164,0.7201,0.3745,0.2968,1
SIM-SNACK-CHANNEL-03460,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.691,0.8998,0.5231,-1.1108,0.6874,0.5877,1.4949,1
SIM-SNACK-CHANNEL-03461,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1959,0.8345,0.7589,0.1042,0.388,0.6896,1.1334,1
SIM-SNACK-CHANNEL-03462,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4024,0.7087,0.6104,0.1273,0.3611,0.9182,-0.3157,1
SIM-SNACK-CHANNEL-03463,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.5359,0.5093,0.5763,0.0396,0.4242,0.8079,-0.3012,1
SIM-SNACK-CHANNEL-03464,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.8052,0.706,0.4919,-0.4664,0.6279,0.6375,-0.1733,1
SIM-SNACK-CHANNEL-03465,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2315,0.532,0.8527,1.0953,0.5492,0.4348,-1.254,1
SIM-SNACK-CHANNEL-03466,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3887,0.3229,0.446,0.515,0.7395,0.8921,0.2609,0
SIM-SNACK-CHANNEL-03467,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2942,0.6405,0.87,0.6747,0.7038,0.5715,0.0939,0
SIM-SNACK-CHANNEL-03468,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2681,0.8538,0.8205,0.4107,0.2693,0.4117,-0.8173,0
SIM-SNACK-CHANNEL-03469,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.6415,0.6333,0.7865,-0.2037,0.6007,0.2905,-2.5962,1
SIM-SNACK-CHANNEL-03470,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.0918,0.7166,0.6627,0.0954,0.2652,0.2413,0.925,1
SIM-SNACK-CHANNEL-03471,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4683,0.8964,0.3839,-1.9529,0.4265,0.5518,-3.5226,1
SIM-SNACK-CHANNEL-03472,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4606,0.8053,0.8135,-0.5023,0.6326,0.179,-1.1009,1
SIM-SNACK-CHANNEL-03473,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2854,0.7678,0.2775,-0.4623,0.6023,0.6706,-1.1786,1
SIM-SNACK-CHANNEL-03474,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2075,0.9407,0.5977,-1.3725,0.6292,0.9198,-0.3891,1
SIM-SNACK-CHANNEL-03475,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4774,0.7792,0.6568,2.1849,0.3123,0.6357,0.1706,1
SIM-SNACK-CHANNEL-03476,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.6619,0.6104,0.4445,-1.3214,0.9147,0.7126,-0.5529,1
SIM-SNACK-CHANNEL-03477,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3231,0.8311,0.8209,-0.9725,0.4722,0.6305,-0.7965,1
SIM-SNACK-CHANNEL-03478,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4758,0.6797,0.8353,0.2283,0.3652,0.3979,-0.8068,1
SIM-SNACK-CHANNEL-03479,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2322,0.7938,0.6408,-1.5262,0.0868,0.3864,-0.1997,0
SIM-SNACK-CHANNEL-03480,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1401,0.8355,0.1698,-1.0227,0.5416,0.7052,1.5597,1
SIM-SNACK-CHANNEL-03481,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.6335,0.6219,0.6494,-0.7585,0.5805,0.5886,-1.8999,0
SIM-SNACK-CHANNEL-03482,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1248,0.8588,0.5473,0.3473,0.4382,0.5522,-0.9739,1
SIM-SNACK-CHANNEL-03483,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2128,0.8226,0.6435,-0.6729,0.4123,0.2679,0.6647,1
SIM-SNACK-CHANNEL-03484,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.7186,0.8614,0.535,-0.807,0.5802,0.6929,0.4695,1
SIM-SNACK-CHANNEL-03485,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4791,0.6422,0.974,-0.0795,0.7934,0.9605,2.5639,1
SIM-SNACK-CHANNEL-03486,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1601,0.6475,0.6798,0.2855,0.5947,0.7102,-1.4851,1
SIM-SNACK-CHANNEL-03487,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.0887,0.7926,0.6146,-0.1546,0.3628,0.309,0.4658,1
SIM-SNACK-CHANNEL-03488,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1989,0.7246,0.6789,-0.3287,0.6241,0.7507,-1.0463,1
SIM-SNACK-CHANNEL-03489,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2815,0.8362,0.4847,0.6737,0.6517,0.8564,-1.0802,0
SIM-SNACK-CHANNEL-03490,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2041,0.9439,0.9705,-1.2496,0.6625,0.3426,-0.4728,1
SIM-SNACK-CHANNEL-03491,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1296,0.4802,0.8533,-1.5313,0.569,0.2397,0.3922,1
SIM-SNACK-CHANNEL-03492,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.8471,0.6937,0.8399,-1.3141,0.6017,0.6779,0.0714,1
SIM-SNACK-CHANNEL-03493,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.3961,0.7594,0.7762,-1.2671,0.2933,0.5343,-1.0144,1
SIM-SNACK-CHANNEL-03494,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4021,0.7504,0.2683,0.0175,0.5524,0.4569,-0.0748,1
SIM-SNACK-CHANNEL-03495,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1676,0.8387,0.4591,-0.2412,0.9677,0.6259,-0.224,0
SIM-SNACK-CHANNEL-03496,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.3887,0.6184,0.1531,-0.8122,0.4879,0.3475,-0.8603,0
SIM-SNACK-CHANNEL-03497,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2927,0.7011,0.7522,1.4369,0.7894,0.5399,1.1036,1
SIM-SNACK-CHANNEL-03498,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5669,0.7863,0.7986,0.2413,0.7572,0.5868,-0.9275,0
SIM-SNACK-CHANNEL-03499,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1498,0.8682,0.8202,-0.9433,0.4461,0.7266,1.2126,1
SIM-SNACK-CHANNEL-03500,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,1.1774,0.6993,0.3619,-0.292,0.2715,0.4552,-0.5161,0
SIM-SNACK-CHANNEL-03501,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.5606,0.5294,0.8496,-0.0049,0.5502,0.4385,0.0332,0
SIM-SNACK-CHANNEL-03502,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2972,0.9646,0.7608,-1.7884,0.6366,0.4892,-3.0153,0
SIM-SNACK-CHANNEL-03503,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.0949,0.9075,0.3393,-0.273,0.5629,0.4212,-1.5054,0
SIM-SNACK-CHANNEL-03504,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3759,0.845,0.7222,0.8357,0.6802,0.3968,0.6819,1
SIM-SNACK-CHANNEL-03505,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2957,0.7339,0.8036,-0.1555,0.6751,0.3644,-0.4788,1
SIM-SNACK-CHANNEL-03506,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4139,0.6219,0.749,0.077,0.4826,0.7025,-1.265,1
SIM-SNACK-CHANNEL-03507,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.7404,0.5564,0.7201,-0.1174,0.2116,0.651,-0.7499,1
SIM-SNACK-CHANNEL-03508,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1462,0.5778,0.2535,-0.6744,0.5926,0.4689,-0.9141,0
SIM-SNACK-CHANNEL-03509,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4095,0.7028,0.421,0.7122,0.7416,0.4444,0.983,1
SIM-SNACK-CHANNEL-03510,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.492,0.5602,0.5923,0.6873,0.2998,0.602,-0.7787,0
SIM-SNACK-CHANNEL-03511,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5926,0.7041,0.5392,0.5106,0.8883,0.2292,-1.8192,1
SIM-SNACK-CHANNEL-03512,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2456,0.803,0.7507,0.1076,0.718,0.6087,0.169,0
SIM-SNACK-CHANNEL-03513,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3544,0.8172,0.7584,-1.5552,0.5833,0.6298,-1.6605,1
SIM-SNACK-CHANNEL-03514,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1778,0.2733,0.3249,2.1067,0.3023,0.4639,-0.299,0
SIM-SNACK-CHANNEL-03515,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.7453,0.658,0.2057,0.3563,0.4722,0.8683,-0.9199,0
SIM-SNACK-CHANNEL-03516,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2252,0.6598,0.4754,1.5066,0.504,0.3803,-0.6376,1
SIM-SNACK-CHANNEL-03517,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.3602,0.9041,0.7215,0.1807,0.9218,0.9435,0.0797,0
SIM-SNACK-CHANNEL-03518,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,1.0609,0.5,0.6293,0.6644,0.629,0.6276,-0.7818,1
SIM-SNACK-CHANNEL-03519,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1591,0.8939,0.797,0.0101,0.7331,0.3117,1.2776,1
SIM-SNACK-CHANNEL-03520,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.3772,0.4809,0.6593,0.5468,0.3431,0.5075,-0.5575,0
SIM-SNACK-CHANNEL-03521,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2779,0.8847,0.8447,1.7258,0.5626,0.8091,-1.4813,1
SIM-SNACK-CHANNEL-03522,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1703,0.6866,0.4316,-0.4341,0.7433,0.5926,-0.7948,0
SIM-SNACK-CHANNEL-03523,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5581,0.4966,0.8994,-2.5444,0.8732,0.8367,-1.0792,1
SIM-SNACK-CHANNEL-03524,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.3515,0.5368,0.5564,0.1422,0.3175,0.4914,0.0199,0
SIM-SNACK-CHANNEL-03525,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,1.4554,0.7943,0.5823,-1.0408,0.7515,0.5806,-1.5798,1
SIM-SNACK-CHANNEL-03526,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1411,0.7432,0.8161,-1.8466,0.2462,0.5915,-0.4702,1
SIM-SNACK-CHANNEL-03527,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.02,0.6893,0.5519,-0.1562,0.1728,0.4808,0.0754,0
SIM-SNACK-CHANNEL-03528,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,1.025,0.8441,0.7703,-0.7335,0.6106,0.6383,0.517,1
SIM-SNACK-CHANNEL-03529,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4487,0.4672,0.6573,-0.3885,0.4916,0.636,0.0543,1
SIM-SNACK-CHANNEL-03530,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4393,0.9175,0.7956,-0.7094,0.3541,0.2868,-0.219,1
SIM-SNACK-CHANNEL-03531,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1745,0.7458,0.7283,-0.9181,0.8352,0.6261,0.098,1
SIM-SNACK-CHANNEL-03532,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.0649,0.9099,0.7806,-0.5789,0.4947,0.2336,0.7928,0
SIM-SNACK-CHANNEL-03533,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1494,0.7786,0.2813,0.1684,0.6546,0.6447,1.2831,0
SIM-SNACK-CHANNEL-03534,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3751,0.4752,0.6894,-0.3305,0.7737,0.5368,-0.0068,0
SIM-SNACK-CHANNEL-03535,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.5749,0.8439,0.5469,-0.697,0.6012,0.8629,-1.215,1
SIM-SNACK-CHANNEL-03536,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5852,0.3441,0.7599,1.7138,0.9783,0.6966,1.0718,0
SIM-SNACK-CHANNEL-03537,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.9352,0.5597,0.8969,-0.933,0.2045,0.5498,1.0667,1
SIM-SNACK-CHANNEL-03538,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4428,0.4467,0.7947,0.7337,0.7299,0.418,0.1665,0
SIM-SNACK-CHANNEL-03539,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.8969,0.4788,0.4852,0.0403,0.6219,0.8564,0.2582,1
SIM-SNACK-CHANNEL-03540,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3594,0.995,0.4496,-0.3814,0.5369,0.4411,0.7873,0
SIM-SNACK-CHANNEL-03541,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2618,0.7903,0.7182,-0.2448,0.9105,0.6769,0.8504,0
SIM-SNACK-CHANNEL-03542,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.7061,0.7023,0.3016,-1.4566,0.7177,0.8871,2.152,0
SIM-SNACK-CHANNEL-03543,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.5161,0.4434,0.6797,1.2615,0.5639,0.7744,-0.6491,0
SIM-SNACK-CHANNEL-03544,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2024,0.8579,0.3974,-0.3953,0.5462,0.7326,0.0789,0
SIM-SNACK-CHANNEL-03545,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3947,0.7615,0.7439,-0.1681,0.8355,0.3882,-1.336,1
SIM-SNACK-CHANNEL-03546,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3378,0.9111,0.3704,0.6649,0.6165,0.6191,-0.1542,0
SIM-SNACK-CHANNEL-03547,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.0556,0.7824,0.7159,0.9143,0.4717,0.5082,0.5336,1
SIM-SNACK-CHANNEL-03548,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1192,0.8805,0.6463,0.1472,0.4397,0.8362,-0.2166,0
SIM-SNACK-CHANNEL-03549,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2362,0.694,0.5698,2.0611,0.5479,0.2966,0.1878,1
SIM-SNACK-CHANNEL-03550,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5079,0.8029,0.6645,-0.7928,0.5782,0.3864,-0.9527,1
SIM-SNACK-CHANNEL-03551,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.2934,0.5178,0.8426,0.7975,0.5803,0.5679,0.8121,1
SIM-SNACK-CHANNEL-03552,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1991,0.5612,0.6419,-0.2288,0.5299,0.5519,0.915,1
SIM-SNACK-CHANNEL-03553,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.0063,0.7111,0.8357,-2.0868,0.3239,0.7186,-0.2995,1
SIM-SNACK-CHANNEL-03554,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.3722,0.8677,0.8922,0.3171,0.2867,0.3003,1.4752,1
SIM-SNACK-CHANNEL-03555,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1759,0.8026,0.3726,-0.4341,0.6579,0.4336,0.3993,0
SIM-SNACK-CHANNEL-03556,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5008,0.4145,0.4165,-0.9487,0.1856,0.7012,1.5474,1
SIM-SNACK-CHANNEL-03557,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.216,0.5228,0.4259,2.8363,0.1768,0.7894,1.6298,0
SIM-SNACK-CHANNEL-03558,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.9278,0.8234,0.7266,0.8975,0.2264,0.2517,0.2444,0
SIM-SNACK-CHANNEL-03559,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.4144,0.9022,0.6703,-1.5088,0.3458,0.4438,0.2331,1
SIM-SNACK-CHANNEL-03560,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.199,0.8889,0.6292,-1.3247,0.779,0.4315,-0.8367,1
SIM-SNACK-CHANNEL-03561,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,1.094,0.9537,0.8703,-0.2829,0.5327,0.4118,-0.5063,1
SIM-SNACK-CHANNEL-03562,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.071,0.895,0.2381,2.2728,0.6512,0.3407,0.1988,1
SIM-SNACK-CHANNEL-03563,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1534,0.8085,0.7441,-0.7755,0.2856,0.6601,1.7851,0
SIM-SNACK-CHANNEL-03564,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2693,0.6277,0.849,-0.0375,0.3342,0.5628,-0.5433,1
SIM-SNACK-CHANNEL-03565,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.476,0.8957,0.606,1.953,0.6703,0.473,0.329,1
SIM-SNACK-CHANNEL-03566,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.1747,0.8166,0.7947,-0.1561,0.871,0.525,-1.9356,1
SIM-SNACK-CHANNEL-03567,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.2086,0.8,0.4578,1.2025,0.7563,0.5838,0.6164,0
SIM-SNACK-CHANNEL-03568,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.5624,0.5625,0.4199,-0.0566,0.543,0.7371,0.4276,0
SIM-SNACK-CHANNEL-03569,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.607,0.5153,0.505,-1.4133,0.6632,0.3981,0.2111,1
SIM-SNACK-CHANNEL-03570,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.8112,0.6539,0.6875,-0.2884,0.8769,0.7917,0.886,1
SIM-SNACK-CHANNEL-03571,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,0.5921,0.4921,0.8015,2.3317,0.3051,0.8341,1.7104,0
SIM-SNACK-CHANNEL-03572,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.1469,0.9079,0.5979,-1.2677,0.4313,0.4626,1.1582,1
SIM-SNACK-CHANNEL-03573,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,0,1.1169,0.3775,0.5954,-0.7918,0.2027,0.7446,1.0675,1
SIM-SNACK-CHANNEL-03574,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.7067,0.6033,0.4115,-0.9255,0.3711,0.4223,0.4454,1
SIM-SNACK-CHANNEL-03575,SIM-SNACK-CHANNEL,零食渠道与货架机会研究,多品类零食,中国,模拟,1,0.3,0.789,0.5453,0.5511,0.8043,0.4732,-0.2029,0
